Frame,Timestamp,Track_ID,X1,Y1,X2,Y2,Center_X,Center_Y,Zone,Confidence
3,0.23076923076923078,1,407.0,128.0,496.0,299.0,451,213,Nenhuma,0.25793159008026123
3,0.23076923076923078,2,1.0,94.0,77.0,246.0,39,170,Nenhuma,0.25793159008026123
3,0.23076923076923078,3,114.0,56.0,171.0,147.0,142,101,Nenhuma,0.25793159008026123
3,0.23076923076923078,4,536.5958440865481,237.0,619.6246005603248,353.0,578,295,Nenhuma,0.25793159008026123
3,0.23076923076923078,5,158.0,42.0,181.0,113.0,169,77,Nenhuma,0.25793159008026123
3,0.23076923076923078,6,458.3753994396752,240.0,532.4041559134519,357.0,495,298,Nenhuma,0.25793159008026123
3,0.23076923076923078,7,266.0,3.0,301.0,98.0,283,50,Nenhuma,0.25793159008026123
3,0.23076923076923078,8,60.0,35.0,90.0,86.0,75,60,Nenhuma,0.25793159008026123
3,0.23076923076923078,9,135.0,36.0,161.0,81.0,148,58,Nenhuma,0.25793159008026123
3,0.23076923076923078,10,470.0,239.0,550.0,357.0,510,298,Nenhuma,0.25793159008026123
3,0.23076923076923078,11,91.0,33.0,129.0,113.0,110,73,Nenhuma,0.25793159008026123
4,0.3076923076923077,1,407.0,128.0,496.0,299.0,451,213,Nenhuma,0.25804662704467773
4,0.3076923076923077,2,1.0,94.0,77.0,246.0,39,170,Nenhuma,0.25804662704467773
4,0.3076923076923077,3,114.0,56.0,171.0,147.0,142,101,Nenhuma,0.25804662704467773
4,0.3076923076923077,4,536.455449503128,237.0,619.5204436190595,353.0,577,295,Nenhuma,0.25804662704467773
4,0.3076923076923077,5,158.0,42.0,181.0,113.0,169,77,Nenhuma,0.25804662704467773
4,0.3076923076923077,6,458.4795563809405,240.0,532.544550496872,357.0,495,298,Nenhuma,0.25804662704467773
4,0.3076923076923077,7,266.0,3.0,301.0,98.0,283,50,Nenhuma,0.25804662704467773
4,0.3076923076923077,8,60.0,35.0,90.0,86.0,75,60,Nenhuma,0.25804662704467773
4,0.3076923076923077,9,135.0,36.0,161.0,81.0,148,58,Nenhuma,0.25804662704467773
4,0.3076923076923077,10,470.0,239.0,550.0,357.0,510,298,Nenhuma,0.25804662704467773
4,0.3076923076923077,11,91.0,33.0,129.0,113.0,110,73,Nenhuma,0.25804662704467773
5,0.38461538461538464,1,407.0,128.0,496.0,299.0,451,213,Nenhuma,0.25804662704467773
5,0.38461538461538464,2,1.0,94.0,77.0,246.0,39,170,Nenhuma,0.25804662704467773
5,0.38461538461538464,3,114.0,56.0,171.0,147.0,142,101,Nenhuma,0.25804662704467773
5,0.38461538461538464,4,536.4044985237875,237.0,619.5117302063594,353.0,577,295,Nenhuma,0.25804662704467773
5,0.38461538461538464,5,158.0,42.0,181.0,113.0,169,77,Nenhuma,0.25804662704467773
5,0.38461538461538464,6,458.48826979364065,240.0,532.5955014762126,357.0,495,298,Nenhuma,0.25804662704467773
5,0.38461538461538464,7,266.0,3.0,301.0,98.0,283,50,Nenhuma,0.25804662704467773
5,0.38461538461538464,8,60.0,35.0,90.0,86.0,75,60,Nenhuma,0.25804662704467773
5,0.38461538461538464,9,135.0,36.0,161.0,81.0,148,58,Nenhuma,0.25804662704467773
5,0.38461538461538464,10,470.0,239.0,550.0,357.0,510,298,Nenhuma,0.25804662704467773
5,0.38461538461538464,11,91.0,33.0,129.0,113.0,110,73,Nenhuma,0.25804662704467773
6,0.46153846153846156,1,407.0,128.0,496.0,299.0,451,213,Nenhuma,0.25813597440719604
6,0.46153846153846156,2,1.0,94.0,77.0,246.0,39,170,Nenhuma,0.25813597440719604
6,0.46153846153846156,3,114.0,56.0,171.0,147.0,142,101,Nenhuma,0.25813597440719604
6,0.46153846153846156,4,536.3785340842858,237.0,619.5324476822718,353.0,577,295,Nenhuma,0.25813597440719604
6,0.46153846153846156,5,158.0,42.0,181.0,113.0,169,77,Nenhuma,0.25813597440719604
6,0.46153846153846156,6,458.4675523177282,240.0,532.6214659157142,357.0,495,298,Nenhuma,0.25813597440719604
6,0.46153846153846156,7,266.0,3.0,301.0,98.0,283,50,Nenhuma,0.25813597440719604
6,0.46153846153846156,8,60.0,35.0,90.0,86.0,75,60,Nenhuma,0.25813597440719604
6,0.46153846153846156,9,135.0,36.0,161.0,81.0,148,58,Nenhuma,0.25813597440719604
6,0.46153846153846156,10,470.0,239.0,550.0,357.0,510,298,Nenhuma,0.25813597440719604
6,0.46153846153846156,11,91.0,33.0,129.0,113.0,110,73,Nenhuma,0.25813597440719604
7,0.5384615384615384,1,407.0,128.0,496.0,299.0,451,213,Nenhuma,0.25813597440719604
7,0.5384615384615384,2,1.0,94.0,77.0,246.0,39,170,Nenhuma,0.25813597440719604
7,0.5384615384615384,3,114.0,56.0,171.0,147.0,142,101,Nenhuma,0.25813597440719604
7,0.5384615384615384,4,536.3581970191914,237.0,619.561722580936,353.0,577,295,Nenhuma,0.25813597440719604
7,0.5384615384615384,5,158.0,42.0,181.0,113.0,169,77,Nenhuma,0.25813597440719604
7,0.5384615384615384,6,458.43827741906404,240.0,532.6418029808086,357.0,495,298,Nenhuma,0.25813597440719604
7,0.5384615384615384,7,266.0,3.0,301.0,98.0,283,50,Nenhuma,0.25813597440719604
7,0.5384615384615384,8,60.0,35.0,90.0,86.0,75,60,Nenhuma,0.25813597440719604
7,0.5384615384615384,9,135.0,36.0,161.0,81.0,148,58,Nenhuma,0.25813597440719604
7,0.5384615384615384,10,470.0,239.0,550.0,357.0,510,298,Nenhuma,0.25813597440719604
7,0.5384615384615384,11,91.0,33.0,129.0,113.0,110,73,Nenhuma,0.25813597440719604
8,0.6153846153846154,1,407.0,128.0,496.0,299.0,451,213,Nenhuma,0.25813597440719604
8,0.6153846153846154,2,1.0,94.0,77.0,246.0,39,170,Nenhuma,0.25813597440719604
8,0.6153846153846154,3,114.0,56.0,171.0,147.0,142,101,Nenhuma,0.25813597440719604
8,0.6153846153846154,4,536.3382375157076,237.0,619.5929199647835,353.0,577,295,Nenhuma,0.25813597440719604
8,0.6153846153846154,5,158.0,42.0,181.0,113.0,169,77,Nenhuma,0.25813597440719604
8,0.6153846153846154,6,458.40708003521644,240.0,532.6617624842924,357.0,495,298,Nenhuma,0.25813597440719604
8,0.6153846153846154,7,266.0,3.0,301.0,98.0,283,50,Nenhuma,0.25813597440719604
8,0.6153846153846154,8,60.0,35.0,90.0,86.0,75,60,Nenhuma,0.25813597440719604
8,0.6153846153846154,9,135.0,36.0,161.0,81.0,148,58,Nenhuma,0.25813597440719604
8,0.6153846153846154,10,470.0,239.0,550.0,357.0,510,298,Nenhuma,0.25813597440719604
8,0.6153846153846154,11,91.0,33.0,129.0,113.0,110,73,Nenhuma,0.25813597440719604
9,0.6923076923076923,1,407.0,128.0,496.0,299.0,451,213,Nenhuma,0.2580464780330658
9,0.6923076923076923,2,1.0,94.0,77.0,246.0,39,170,Nenhuma,0.2580464780330658
9,0.6923076923076923,3,114.0,56.0,171.0,147.0,142,101,Nenhuma,0.2580464780330658
9,0.6923076923076923,4,536.3176264216986,237.0,619.6238108748847,353.0,577,295,Nenhuma,0.2580464780330658
9,0.6923076923076923,5,158.0,42.0,181.0,113.0,169,77,Nenhuma,0.2580464780330658
9,0.6923076923076923,6,458.3761891251153,240.0,532.6823735783014,357.0,495,298,Nenhuma,0.2580464780330658
9,0.6923076923076923,7,266.0,3.0,301.0,98.0,283,50,Nenhuma,0.2580464780330658
9,0.6923076923076923,8,60.0,35.0,90.0,86.0,75,60,Nenhuma,0.2580464780330658
9,0.6923076923076923,9,135.0,36.0,161.0,81.0,148,58,Nenhuma,0.2580464780330658
9,0.6923076923076923,10,470.0,239.0,550.0,357.0,510,298,Nenhuma,0.2580464780330658
9,0.6923076923076923,11,91.0,33.0,129.0,113.0,110,73,Nenhuma,0.2580464780330658
10,0.7692307692307693,1,407.0,128.0,496.0,299.0,451,213,Nenhuma,0.2580464780330658
10,0.7692307692307693,2,1.0,94.0,77.0,246.0,39,170,Nenhuma,0.2580464780330658
10,0.7692307692307693,3,114.0,56.0,171.0,147.0,142,101,Nenhuma,0.2580464780330658
10,0.7692307692307693,4,536.2965373906721,237.0,619.6535809642085,353.0,577,295,Nenhuma,0.2580464780330658
10,0.7692307692307693,5,158.0,42.0,181.0,113.0,169,77,Nenhuma,0.2580464780330658
10,0.7692307692307693,6,458.34641903579166,240.0,532.703462609328,357.0,495,298,Nenhuma,0.2580464780330658
10,0.7692307692307693,7,266.0,3.0,301.0,98.0,283,50,Nenhuma,0.2580464780330658
10,0.7692307692307693,8,60.0,35.0,90.0,86.0,75,60,Nenhuma,0.2580464780330658
10,0.7692307692307693,9,135.0,36.0,161.0,81.0,148,58,Nenhuma,0.2580464780330658
10,0.7692307692307693,10,470.0,239.0,550.0,357.0,510,298,Nenhuma,0.2580464780330658
10,0.7692307692307693,11,91.0,33.0,129.0,113.0,110,73,Nenhuma,0.2580464780330658
11,0.8461538461538461,1,407.0,128.0,496.0,299.0,451,213,Nenhuma,0.2580464780330658
11,0.8461538461538461,2,1.0,94.0,77.0,246.0,39,170,Nenhuma,0.2580464780330658
11,0.8461538461538461,3,114.0,56.0,171.0,147.0,142,101,Nenhuma,0.2580464780330658
11,0.8461538461538461,4,536.2754080112413,237.0,619.6818942750904,353.0,577,295,Nenhuma,0.2580464780330658
11,0.8461538461538461,5,158.0,42.0,181.0,113.0,169,77,Nenhuma,0.2580464780330658
11,0.8461538461538461,6,458.3181057249096,240.0,532.7245919887587,357.0,495,298,Nenhuma,0.2580464780330658
11,0.8461538461538461,7,266.0,3.0,301.0,98.0,283,50,Nenhuma,0.2580464780330658
11,0.8461538461538461,8,60.0,35.0,90.0,86.0,75,60,Nenhuma,0.2580464780330658
11,0.8461538461538461,9,135.0,36.0,161.0,81.0,148,58,Nenhuma,0.2580464780330658
11,0.8461538461538461,10,470.0,239.0,550.0,357.0,510,298,Nenhuma,0.2580464780330658
11,0.8461538461538461,11,91.0,33.0,129.0,113.0,110,73,Nenhuma,0.2580464780330658
12,0.9230769230769231,1,407.0,128.0,496.0,299.0,451,213,Nenhuma,0.25813597440719604
12,0.9230769230769231,2,1.0,94.0,77.0,246.0,39,170,Nenhuma,0.25813597440719604
